x,y,angle,class_id, octave,response,size
30,12,-1.000000000000000,-1,0,56,7
6,36,-1.000000000000000,-1,0,39,7
32,36,-1.000000000000000,-1,0,28,7
51,4,-1.000000000000000,-1,0,111,7
44,7,-1.000000000000000,-1,0,55,7
39,8,-1.000000000000000,-1,0,23,7
39,11,-1.000000000000000,-1,0,59,7
42,12,-1.000000000000000,-1,0,95,7
46,14,-1.000000000000000,-1,0,66,7
49,16,-1.000000000000000,-1,0,50,7
42,17,-1.000000000000000,-1,0,63,7
51,17,-1.000000000000000,-1,0,139,7
47,18,-1.000000000000000,-1,0,38,7
54,19,-1.000000000000000,-1,0,87,7
56,19,-1.000000000000000,-1,0,56,7
59,20,-1.000000000000000,-1,0,43,7
64,20,-1.000000000000000,-1,0,52,7
35,25,-1.000000000000000,-1,0,114,7
51,26,-1.000000000000000,-1,0,30,7
60,27,-1.000000000000000,-1,0,64,7
62,30,-1.000000000000000,-1,0,21,7
68,3,-1.000000000000000,-1,0,22,7
74,3,-1.000000000000000,-1,0,31,7
84,3,-1.000000000000000,-1,0,40,7
89,3,-1.000000000000000,-1,0,40,7
91,3,-1.000000000000000,-1,0,36,7
93,3,-1.000000000000000,-1,0,45,7
76,4,-1.000000000000000,-1,0,42,7
79,4,-1.000000000000000,-1,0,41,7
82,5,-1.000000000000000,-1,0,50,7
85,5,-1.000000000000000,-1,0,37,7
95,5,-1.000000000000000,-1,0,57,7
69,6,-1.000000000000000,-1,0,85,7
73,6,-1.000000000000000,-1,0,26,7
79,7,-1.000000000000000,-1,0,20,7
85,7,-1.000000000000000,-1,0,60,7
91,7,-1.000000000000000,-1,0,42,7
72,8,-1.000000000000000,-1,0,21,7
77,8,-1.000000000000000,-1,0,22,7
65,9,-1.000000000000000,-1,0,20,7
83,9,-1.000000000000000,-1,0,21,7
95,9,-1.000000000000000,-1,0,34,7
68,10,-1.000000000000000,-1,0,52,7
81,10,-1.000000000000000,-1,0,25,7
87,10,-1.000000000000000,-1,0,21,7
71,11,-1.000000000000000,-1,0,82,7
77,11,-1.000000000000000,-1,0,22,7
91,11,-1.000000000000000,-1,0,49,7
66,12,-1.000000000000000,-1,0,36,7
79,12,-1.000000000000000,-1,0,55,7
93,12,-1.000000000000000,-1,0,42,7
77,13,-1.000000000000000,-1,0,29,7
81,13,-1.000000000000000,-1,0,54,7
95,13,-1.000000000000000,-1,0,40,7
65,14,-1.000000000000000,-1,0,20,7
85,15,-1.000000000000000,-1,0,21,7
87,18,-1.000000000000000,-1,0,21,7
91,18,-1.000000000000000,-1,0,28,7
65,19,-1.000000000000000,-1,0,30,7
68,19,-1.000000000000000,-1,0,177,7
81,24,-1.000000000000000,-1,0,21,7
78,25,-1.000000000000000,-1,0,53,7
69,27,-1.000000000000000,-1,0,31,7
83,27,-1.000000000000000,-1,0,27,7
94,29,-1.000000000000000,-1,0,22,7
91,30,-1.000000000000000,-1,0,50,7
97,3,-1.000000000000000,-1,0,99,7
114,3,-1.000000000000000,-1,0,77,7
101,4,-1.000000000000000,-1,0,129,7
121,4,-1.000000000000000,-1,0,62,7
125,4,-1.000000000000000,-1,0,63,7
96,5,-1.000000000000000,-1,0,44,7
113,5,-1.000000000000000,-1,0,67,7
118,5,-1.000000000000000,-1,0,72,7
107,6,-1.000000000000000,-1,0,53,7
97,7,-1.000000000000000,-1,0,47,7
115,7,-1.000000000000000,-1,0,45,7
126,7,-1.000000000000000,-1,0,75,7
103,8,-1.000000000000000,-1,0,78,7
107,9,-1.000000000000000,-1,0,83,7
118,9,-1.000000000000000,-1,0,36,7
