x,y,angle,class_id, octave,response,size
34,3,-1.000000000000000,-1,0,33,7
30,4,-1.000000000000000,-1,0,34,7
32,7,-1.000000000000000,-1,0,103,7
23,8,-1.000000000000000,-1,0,58,7
32,11,-1.000000000000000,-1,0,53,7
27,18,-1.000000000000000,-1,0,102,7
24,27,-1.000000000000000,-1,0,28,7
3,28,-1.000000000000000,-1,0,32,7
12,29,-1.000000000000000,-1,0,67,7
6,30,-1.000000000000000,-1,0,27,7
22,30,-1.000000000000000,-1,0,52,7
8,31,-1.000000000000000,-1,0,25,7
10,31,-1.000000000000000,-1,0,20,7
10,33,-1.000000000000000,-1,0,23,7
33,34,-1.000000000000000,-1,0,37,7
25,35,-1.000000000000000,-1,0,35,7
29,35,-1.000000000000000,-1,0,28,7
54,3,-1.000000000000000,-1,0,84,7
68,3,-1.000000000000000,-1,0,43,7
57,4,-1.000000000000000,-1,0,22,7
36,6,-1.000000000000000,-1,0,32,7
54,6,-1.000000000000000,-1,0,35,7
51,7,-1.000000000000000,-1,0,27,7
57,7,-1.000000000000000,-1,0,86,7
53,8,-1.000000000000000,-1,0,24,7
64,8,-1.000000000000000,-1,0,60,7
62,9,-1.000000000000000,-1,0,27,7
68,10,-1.000000000000000,-1,0,30,7
40,11,-1.000000000000000,-1,0,116,7
44,13,-1.000000000000000,-1,0,38,7
54,13,-1.000000000000000,-1,0,188,7
47,14,-1.000000000000000,-1,0,41,7
50,14,-1.000000000000000,-1,0,79,7
62,18,-1.000000000000000,-1,0,59,7
47,20,-1.000000000000000,-1,0,63,7
55,20,-1.000000000000000,-1,0,31,7
66,20,-1.000000000000000,-1,0,41,7
44,32,-1.000000000000000,-1,0,42,7
50,32,-1.000000000000000,-1,0,52,7
36,33,-1.000000000000000,-1,0,39,7
69,3,-1.000000000000000,-1,0,43,7
92,3,-1.000000000000000,-1,0,27,7
94,3,-1.000000000000000,-1,0,55,7
74,4,-1.000000000000000,-1,0,36,7
83,4,-1.000000000000000,-1,0,31,7
101,4,-1.000000000000000,-1,0,34,7
70,5,-1.000000000000000,-1,0,20,7
76,5,-1.000000000000000,-1,0,22,7
86,5,-1.000000000000000,-1,0,82,7
98,5,-1.000000000000000,-1,0,115,7
101,6,-1.000000000000000,-1,0,27,7
90,7,-1.000000000000000,-1,0,62,7
96,7,-1.000000000000000,-1,0,56,7
76,8,-1.000000000000000,-1,0,43,7
87,8,-1.000000000000000,-1,0,90,7
82,9,-1.000000000000000,-1,0,85,7
81,11,-1.000000000000000,-1,0,67,7
72,12,-1.000000000000000,-1,0,22,7
74,13,-1.000000000000000,-1,0,34,7
95,13,-1.000000000000000,-1,0,22,7
82,17,-1.000000000000000,-1,0,82,7
85,19,-1.000000000000000,-1,0,59,7
81,20,-1.000000000000000,-1,0,131,7
87,21,-1.000000000000000,-1,0,52,7
89,21,-1.000000000000000,-1,0,44,7
95,21,-1.000000000000000,-1,0,38,7
72,22,-1.000000000000000,-1,0,41,7
78,23,-1.000000000000000,-1,0,37,7
101,24,-1.000000000000000,-1,0,65,7
78,34,-1.000000000000000,-1,0,51,7
100,35,-1.000000000000000,-1,0,52,7
102,3,-1.000000000000000,-1,0,62,7
109,4,-1.000000000000000,-1,0,36,7
132,4,-1.000000000000000,-1,0,30,7
106,5,-1.000000000000000,-1,0,59,7
117,5,-1.000000000000000,-1,0,31,7
119,5,-1.000000000000000,-1,0,41,7
126,5,-1.000000000000000,-1,0,35,7
132,24,-1.000000000000000,-1,0,26,7
129,25,-1.000000000000000,-1,0,56,7
134,27,-1.000000000000000,-1,0,34,7
103,34,-1.000000000000000,-1,0,35,7
105,34,-1.000000000000000,-1,0,39,7
132,34,-1.000000000000000,-1,0,25,7
134,35,-1.000000000000000,-1,0,37,7
149,3,-1.000000000000000,-1,0,22,7
158,3,-1.000000000000000,-1,0,76,7
142,4,-1.000000000000000,-1,0,28,7
152,4,-1.000000000000000,-1,0,28,7
166,4,-1.000000000000000,-1,0,77,7
155,6,-1.000000000000000,-1,0,49,7
159,7,-1.000000000000000,-1,0,27,7
152,8,-1.000000000000000,-1,0,22,7
145,9,-1.000000000000000,-1,0,26,7
161,9,-1.000000000000000,-1,0,53,7
164,10,-1.000000000000000,-1,0,23,7
166,10,-1.000000000000000,-1,0,39,7
166,14,-1.000000000000000,-1,0,20,7
160,16,-1.000000000000000,-1,0,37,7
156,18,-1.000000000000000,-1,0,32,7
165,18,-1.000000000000000,-1,0,31,7
147,21,-1.000000000000000,-1,0,31,7
152,22,-1.000000000000000,-1,0,60,7
157,22,-1.000000000000000,-1,0,48,7
160,23,-1.000000000000000,-1,0,53,7
165,23,-1.000000000000000,-1,0,36,7
149,24,-1.000000000000000,-1,0,41,7
154,24,-1.000000000000000,-1,0,58,7
162,24,-1.000000000000000,-1,0,32,7
135,25,-1.000000000000000,-1,0,74,7
165,26,-1.000000000000000,-1,0,27,7
158,28,-1.000000000000000,-1,0,30,7
165,28,-1.000000000000000,-1,0,54,7
163,32,-1.000000000000000,-1,0,43,7
165,34,-1.000000000000000,-1,0,58,7
172,4,-1.000000000000000,-1,0,38,7
175,4,-1.000000000000000,-1,0,51,7
180,4,-1.000000000000000,-1,0,35,7
170,6,-1.000000000000000,-1,0,60,7
184,6,-1.000000000000000,-1,0,23,7
188,7,-1.000000000000000,-1,0,72,7
171,8,-1.000000000000000,-1,0,50,7
178,9,-1.000000000000000,-1,0,46,7
172,10,-1.000000000000000,-1,0,48,7
182,10,-1.000000000000000,-1,0,69,7
189,10,-1.000000000000000,-1,0,57,7
169,13,-1.000000000000000,-1,0,21,7
193,14,-1.000000000000000,-1,0,49,7
199,14,-1.000000000000000,-1,0,27,7
192,26,-1.000000000000000,-1,0,47,7
169,29,-1.000000000000000,-1,0,24,7
186,29,-1.000000000000000,-1,0,40,7
189,29,-1.000000000000000,-1,0,29,7
198,29,-1.000000000000000,-1,0,66,7
173,30,-1.000000000000000,-1,0,48,7
192,30,-1.000000000000000,-1,0,26,7
196,30,-1.000000000000000,-1,0,44,7
185,31,-1.000000000000000,-1,0,38,7
200,31,-1.000000000000000,-1,0,21,7
175,33,-1.000000000000000,-1,0,36,7
181,33,-1.000000000000000,-1,0,48,7
194,33,-1.000000000000000,-1,0,37,7
197,33,-1.000000000000000,-1,0,22,7
173,34,-1.000000000000000,-1,0,42,7
180,35,-1.000000000000000,-1,0,65,7
191,35,-1.000000000000000,-1,0,58,7
220,4,-1.000000000000000,-1,0,30,7
214,8,-1.000000000000000,-1,0,20,7
217,8,-1.000000000000000,-1,0,62,7
212,11,-1.000000000000000,-1,0,32,7
219,11,-1.000000000000000,-1,0,46,7
215,13,-1.000000000000000,-1,0,46,7
210,15,-1.000000000000000,-1,0,48,7
214,15,-1.000000000000000,-1,0,43,7
220,15,-1.000000000000000,-1,0,60,7
206,16,-1.000000000000000,-1,0,38,7
203,18,-1.000000000000000,-1,0,26,7
206,18,-1.000000000000000,-1,0,21,7
218,18,-1.000000000000000,-1,0,24,7
203,21,-1.000000000000000,-1,0,40,7
212,22,-1.000000000000000,-1,0,60,7
218,22,-1.000000000000000,-1,0,56,7
205,24,-1.000000000000000,-1,0,43,7
208,24,-1.000000000000000,-1,0,27,7
203,25,-1.000000000000000,-1,0,32,7
216,27,-1.000000000000000,-1,0,61,7
209,28,-1.000000000000000,-1,0,22,7
211,28,-1.000000000000000,-1,0,26,7
206,29,-1.000000000000000,-1,0,36,7
215,29,-1.000000000000000,-1,0,55,7
221,29,-1.000000000000000,-1,0,48,7
209,31,-1.000000000000000,-1,0,33,7
216,31,-1.000000000000000,-1,0,41,7
221,32,-1.000000000000000,-1,0,35,7
210,33,-1.000000000000000,-1,0,36,7
214,33,-1.000000000000000,-1,0,25,7
202,34,-1.000000000000000,-1,0,28,7
205,35,-1.000000000000000,-1,0,48,7
208,35,-1.000000000000000,-1,0,25,7
212,35,-1.000000000000000,-1,0,40,7
219,35,-1.000000000000000,-1,0,49,7
25,36,-1.000000000000000,-1,0,33,7
23,39,-1.000000000000000,-1,0,51,7
14,40,-1.000000000000000,-1,0,30,7
22,41,-1.000000000000000,-1,0,39,7
5,42,-1.000000000000000,-1,0,80,7
10,43,-1.000000000000000,-1,0,65,7
16,43,-1.000000000000000,-1,0,32,7
6,45,-1.000000000000000,-1,0,77,7
17,46,-1.000000000000000,-1,0,108,7
14,47,-1.000000000000000,-1,0,34,7
19,47,-1.000000000000000,-1,0,43,7
8,48,-1.000000000000000,-1,0,45,7
10,48,-1.000000000000000,-1,0,83,7
30,48,-1.000000000000000,-1,0,79,7
34,48,-1.000000000000000,-1,0,53,7
6,49,-1.000000000000000,-1,0,22,7
13,50,-1.000000000000000,-1,0,53,7
21,50,-1.000000000000000,-1,0,96,7
15,52,-1.000000000000000,-1,0,43,7
24,52,-1.000000000000000,-1,0,51,7
20,53,-1.000000000000000,-1,0,101,7
16,54,-1.000000000000000,-1,0,75,7
23,54,-1.000000000000000,-1,0,67,7
11,56,-1.000000000000000,-1,0,66,7
15,56,-1.000000000000000,-1,0,32,7
19,56,-1.000000000000000,-1,0,24,7
4,58,-1.000000000000000,-1,0,103,7
23,61,-1.000000000000000,-1,0,24,7
35,61,-1.000000000000000,-1,0,39,7
19,62,-1.000000000000000,-1,0,37,7
4,64,-1.000000000000000,-1,0,26,7
18,64,-1.000000000000000,-1,0,35,7
33,64,-1.000000000000000,-1,0,37,7
24,65,-1.000000000000000,-1,0,38,7
4,66,-1.000000000000000,-1,0,50,7
4,68,-1.000000000000000,-1,0,93,7
8,68,-1.000000000000000,-1,0,24,7
35,68,-1.000000000000000,-1,0,52,7
55,36,-1.000000000000000,-1,0,22,7
47,37,-1.000000000000000,-1,0,27,7
52,37,-1.000000000000000,-1,0,62,7
56,38,-1.000000000000000,-1,0,20,7
58,38,-1.000000000000000,-1,0,41,7
43,40,-1.000000000000000,-1,0,23,7
53,41,-1.000000000000000,-1,0,42,7
42,43,-1.000000000000000,-1,0,70,7
49,44,-1.000000000000000,-1,0,49,7
56,44,-1.000000000000000,-1,0,30,7
45,45,-1.000000000000000,-1,0,53,7
54,45,-1.000000000000000,-1,0,48,7
38,46,-1.000000000000000,-1,0,43,7
52,47,-1.000000000000000,-1,0,38,7
46,48,-1.000000000000000,-1,0,57,7
53,49,-1.000000000000000,-1,0,31,7
37,50,-1.000000000000000,-1,0,22,7
45,50,-1.000000000000000,-1,0,62,7
51,50,-1.000000000000000,-1,0,22,7
57,50,-1.000000000000000,-1,0,22,7
42,53,-1.000000000000000,-1,0,55,7
47,53,-1.000000000000000,-1,0,30,7
52,53,-1.000000000000000,-1,0,30,7
56,54,-1.000000000000000,-1,0,63,7
48,55,-1.000000000000000,-1,0,29,7
51,56,-1.000000000000000,-1,0,35,7
43,57,-1.000000000000000,-1,0,35,7
46,57,-1.000000000000000,-1,0,45,7
53,57,-1.000000000000000,-1,0,30,7
57,57,-1.000000000000000,-1,0,39,7
51,59,-1.000000000000000,-1,0,23,7
47,60,-1.000000000000000,-1,0,59,7
56,62,-1.000000000000000,-1,0,67,7
58,63,-1.000000000000000,-1,0,35,7
52,64,-1.000000000000000,-1,0,26,7
61,64,-1.000000000000000,-1,0,94,7
41,65,-1.000000000000000,-1,0,70,7
55,67,-1.000000000000000,-1,0,42,7
90,63,-1.000000000000000,-1,0,52,7
88,65,-1.000000000000000,-1,0,82,7
129,36,-1.000000000000000,-1,0,61,7
134,37,-1.000000000000000,-1,0,85,7
103,39,-1.000000000000000,-1,0,47,7
126,41,-1.000000000000000,-1,0,35,7
105,54,-1.000000000000000,-1,0,31,7
110,55,-1.000000000000000,-1,0,38,7
106,57,-1.000000000000000,-1,0,33,7
132,60,-1.000000000000000,-1,0,60,7
102,68,-1.000000000000000,-1,0,21,7
163,36,-1.000000000000000,-1,0,33,7
135,37,-1.000000000000000,-1,0,35,7
157,38,-1.000000000000000,-1,0,43,7
161,38,-1.000000000000000,-1,0,84,7
159,39,-1.000000000000000,-1,0,26,7
181,36,-1.000000000000000,-1,0,40,7
176,37,-1.000000000000000,-1,0,48,7
199,37,-1.000000000000000,-1,0,54,7
181,38,-1.000000000000000,-1,0,30,7
192,38,-1.000000000000000,-1,0,43,7
178,39,-1.000000000000000,-1,0,89,7
186,39,-1.000000000000000,-1,0,33,7
195,39,-1.000000000000000,-1,0,50,7
187,41,-1.000000000000000,-1,0,50,7
200,41,-1.000000000000000,-1,0,20,7
195,43,-1.000000000000000,-1,0,58,7
181,44,-1.000000000000000,-1,0,33,7
188,44,-1.000000000000000,-1,0,21,7
192,44,-1.000000000000000,-1,0,54,7
184,47,-1.000000000000000,-1,0,48,7
192,48,-1.000000000000000,-1,0,59,7
196,48,-1.000000000000000,-1,0,46,7
200,48,-1.000000000000000,-1,0,29,7
189,49,-1.000000000000000,-1,0,50,7
200,50,-1.000000000000000,-1,0,33,7
196,51,-1.000000000000000,-1,0,74,7
181,52,-1.000000000000000,-1,0,22,7
198,53,-1.000000000000000,-1,0,58,7
192,54,-1.000000000000000,-1,0,67,7
193,56,-1.000000000000000,-1,0,71,7
195,58,-1.000000000000000,-1,0,46,7
199,59,-1.000000000000000,-1,0,36,7
193,61,-1.000000000000000,-1,0,24,7
200,62,-1.000000000000000,-1,0,24,7
173,63,-1.000000000000000,-1,0,53,7
194,63,-1.000000000000000,-1,0,36,7
192,64,-1.000000000000000,-1,0,24,7
194,65,-1.000000000000000,-1,0,42,7
176,66,-1.000000000000000,-1,0,22,7
191,66,-1.000000000000000,-1,0,20,7
195,68,-1.000000000000000,-1,0,48,7
199,68,-1.000000000000000,-1,0,25,7
207,36,-1.000000000000000,-1,0,58,7
212,36,-1.000000000000000,-1,0,43,7
220,36,-1.000000000000000,-1,0,46,7
202,38,-1.000000000000000,-1,0,38,7
206,38,-1.000000000000000,-1,0,35,7
209,38,-1.000000000000000,-1,0,59,7
218,38,-1.000000000000000,-1,0,39,7
215,39,-1.000000000000000,-1,0,47,7
207,40,-1.000000000000000,-1,0,39,7
219,40,-1.000000000000000,-1,0,32,7
216,42,-1.000000000000000,-1,0,37,7
212,43,-1.000000000000000,-1,0,38,7
202,44,-1.000000000000000,-1,0,47,7
214,45,-1.000000000000000,-1,0,45,7
214,47,-1.000000000000000,-1,0,48,7
219,47,-1.000000000000000,-1,0,24,7
213,49,-1.000000000000000,-1,0,26,7
216,49,-1.000000000000000,-1,0,27,7
202,50,-1.000000000000000,-1,0,22,7
206,50,-1.000000000000000,-1,0,28,7
220,51,-1.000000000000000,-1,0,33,7
216,52,-1.000000000000000,-1,0,20,7
206,53,-1.000000000000000,-1,0,31,7
214,55,-1.000000000000000,-1,0,30,7
221,55,-1.000000000000000,-1,0,57,7
204,56,-1.000000000000000,-1,0,43,7
215,57,-1.000000000000000,-1,0,32,7
203,58,-1.000000000000000,-1,0,32,7
217,58,-1.000000000000000,-1,0,27,7
220,58,-1.000000000000000,-1,0,45,7
201,60,-1.000000000000000,-1,0,22,7
207,60,-1.000000000000000,-1,0,24,7
213,62,-1.000000000000000,-1,0,22,7
217,62,-1.000000000000000,-1,0,31,7
207,63,-1.000000000000000,-1,0,30,7
215,65,-1.000000000000000,-1,0,28,7
221,65,-1.000000000000000,-1,0,40,7
209,66,-1.000000000000000,-1,0,41,7
211,67,-1.000000000000000,-1,0,50,7
213,68,-1.000000000000000,-1,0,23,7
218,68,-1.000000000000000,-1,0,29,7
3,69,-1.000000000000000,-1,0,76,7
9,69,-1.000000000000000,-1,0,43,7
34,69,-1.000000000000000,-1,0,39,7
32,71,-1.000000000000000,-1,0,66,7
34,73,-1.000000000000000,-1,0,41,7
4,82,-1.000000000000000,-1,0,22,7
34,82,-1.000000000000000,-1,0,33,7
3,88,-1.000000000000000,-1,0,25,7
4,98,-1.000000000000000,-1,0,111,7
12,101,-1.000000000000000,-1,0,54,7
23,101,-1.000000000000000,-1,0,53,7
45,75,-1.000000000000000,-1,0,62,7
38,76,-1.000000000000000,-1,0,43,7
37,79,-1.000000000000000,-1,0,34,7
