x,y,angle,class_id, octave,response,size
24,3,-1.000000000000000,-1,0,74,7
16,4,-1.000000000000000,-1,0,56,7
24,7,-1.000000000000000,-1,0,37,7
30,7,-1.000000000000000,-1,0,105,7
20,13,-1.000000000000000,-1,0,84,7
29,13,-1.000000000000000,-1,0,33,7
17,19,-1.000000000000000,-1,0,28,7
7,21,-1.000000000000000,-1,0,52,7
16,22,-1.000000000000000,-1,0,46,7
3,23,-1.000000000000000,-1,0,28,7
33,23,-1.000000000000000,-1,0,30,7
18,26,-1.000000000000000,-1,0,41,7
25,26,-1.000000000000000,-1,0,20,7
28,26,-1.000000000000000,-1,0,26,7
22,27,-1.000000000000000,-1,0,29,7
33,27,-1.000000000000000,-1,0,22,7
4,29,-1.000000000000000,-1,0,45,7
9,30,-1.000000000000000,-1,0,31,7
17,30,-1.000000000000000,-1,0,46,7
15,32,-1.000000000000000,-1,0,34,7
5,33,-1.000000000000000,-1,0,68,7
32,33,-1.000000000000000,-1,0,75,7
3,35,-1.000000000000000,-1,0,56,7
9,35,-1.000000000000000,-1,0,28,7
13,35,-1.000000000000000,-1,0,41,7
26,35,-1.000000000000000,-1,0,26,7
29,35,-1.000000000000000,-1,0,29,7
41,4,-1.000000000000000,-1,0,27,7
45,4,-1.000000000000000,-1,0,62,7
51,4,-1.000000000000000,-1,0,73,7
60,4,-1.000000000000000,-1,0,38,7
64,4,-1.000000000000000,-1,0,83,7
53,5,-1.000000000000000,-1,0,45,7
37,7,-1.000000000000000,-1,0,21,7
34,8,-1.000000000000000,-1,0,31,7
42,8,-1.000000000000000,-1,0,184,7
59,8,-1.000000000000000,-1,0,29,7
39,9,-1.000000000000000,-1,0,73,7
62,10,-1.000000000000000,-1,0,27,7
48,12,-1.000000000000000,-1,0,60,7
37,14,-1.000000000000000,-1,0,52,7
43,14,-1.000000000000000,-1,0,31,7
52,14,-1.000000000000000,-1,0,49,7
64,14,-1.000000000000000,-1,0,125,7
57,17,-1.000000000000000,-1,0,35,7
62,17,-1.000000000000000,-1,0,41,7
34,23,-1.000000000000000,-1,0,39,7
39,24,-1.000000000000000,-1,0,52,7
62,25,-1.000000000000000,-1,0,48,7
37,28,-1.000000000000000,-1,0,22,7
39,28,-1.000000000000000,-1,0,53,7
41,31,-1.000000000000000,-1,0,38,7
34,34,-1.000000000000000,-1,0,59,7
37,34,-1.000000000000000,-1,0,37,7
44,34,-1.000000000000000,-1,0,25,7
42,35,-1.000000000000000,-1,0,37,7
72,3,-1.000000000000000,-1,0,72,7
70,4,-1.000000000000000,-1,0,63,7
65,5,-1.000000000000000,-1,0,100,7
66,9,-1.000000000000000,-1,0,42,7
68,12,-1.000000000000000,-1,0,55,7
65,14,-1.000000000000000,-1,0,119,7
73,14,-1.000000000000000,-1,0,37,7
71,15,-1.000000000000000,-1,0,47,7
77,15,-1.000000000000000,-1,0,20,7
86,17,-1.000000000000000,-1,0,72,7
81,18,-1.000000000000000,-1,0,51,7
