x,y,angle,class_id, octave,response,size
64,29,-1.000000000000000,-1,0,32,7
63,32,-1.000000000000000,-1,0,42,7
87,3,-1.000000000000000,-1,0,31,7
98,6,-1.000000000000000,-1,0,55,7
98,15,-1.000000000000000,-1,0,32,7
84,26,-1.000000000000000,-1,0,38,7
87,26,-1.000000000000000,-1,0,54,7
76,31,-1.000000000000000,-1,0,50,7
81,32,-1.000000000000000,-1,0,55,7
67,33,-1.000000000000000,-1,0,35,7
86,33,-1.000000000000000,-1,0,124,7
91,33,-1.000000000000000,-1,0,52,7
95,33,-1.000000000000000,-1,0,20,7
109,3,-1.000000000000000,-1,0,33,7
118,4,-1.000000000000000,-1,0,70,7
99,6,-1.000000000000000,-1,0,136,7
115,6,-1.000000000000000,-1,0,54,7
113,8,-1.000000000000000,-1,0,73,7
106,10,-1.000000000000000,-1,0,50,7
121,10,-1.000000000000000,-1,0,54,7
110,11,-1.000000000000000,-1,0,69,7
103,13,-1.000000000000000,-1,0,120,7
107,13,-1.000000000000000,-1,0,24,7
113,13,-1.000000000000000,-1,0,88,7
118,13,-1.000000000000000,-1,0,95,7
127,13,-1.000000000000000,-1,0,30,7
100,15,-1.000000000000000,-1,0,176,7
121,15,-1.000000000000000,-1,0,65,7
99,19,-1.000000000000000,-1,0,31,7
130,21,-1.000000000000000,-1,0,63,7
123,27,-1.000000000000000,-1,0,27,7
125,28,-1.000000000000000,-1,0,21,7
130,33,-1.000000000000000,-1,0,57,7
148,3,-1.000000000000000,-1,0,30,7
150,4,-1.000000000000000,-1,0,54,7
152,4,-1.000000000000000,-1,0,134,7
155,4,-1.000000000000000,-1,0,124,7
160,4,-1.000000000000000,-1,0,23,7
143,6,-1.000000000000000,-1,0,24,7
147,6,-1.000000000000000,-1,0,21,7
154,8,-1.000000000000000,-1,0,58,7
159,9,-1.000000000000000,-1,0,98,7
149,10,-1.000000000000000,-1,0,30,7
157,10,-1.000000000000000,-1,0,45,7
162,11,-1.000000000000000,-1,0,157,7
153,13,-1.000000000000000,-1,0,41,7
161,13,-1.000000000000000,-1,0,68,7
149,15,-1.000000000000000,-1,0,75,7
160,16,-1.000000000000000,-1,0,62,7
150,18,-1.000000000000000,-1,0,27,7
159,18,-1.000000000000000,-1,0,113,7
148,19,-1.000000000000000,-1,0,43,7
139,20,-1.000000000000000,-1,0,37,7
144,20,-1.000000000000000,-1,0,58,7
151,20,-1.000000000000000,-1,0,71,7
131,21,-1.000000000000000,-1,0,87,7
140,23,-1.000000000000000,-1,0,35,7
144,23,-1.000000000000000,-1,0,27,7
146,24,-1.000000000000000,-1,0,52,7
154,24,-1.000000000000000,-1,0,25,7
144,25,-1.000000000000000,-1,0,28,7
161,25,-1.000000000000000,-1,0,60,7
150,26,-1.000000000000000,-1,0,57,7
154,26,-1.000000000000000,-1,0,28,7
133,28,-1.000000000000000,-1,0,106,7
139,28,-1.000000000000000,-1,0,20,7
156,30,-1.000000000000000,-1,0,81,7
146,32,-1.000000000000000,-1,0,33,7
131,33,-1.000000000000000,-1,0,65,7
149,33,-1.000000000000000,-1,0,28,7
158,33,-1.000000000000000,-1,0,20,7
188,3,-1.000000000000000,-1,0,44,7
191,3,-1.000000000000000,-1,0,27,7
168,4,-1.000000000000000,-1,0,27,7
174,5,-1.000000000000000,-1,0,120,7
188,5,-1.000000000000000,-1,0,43,7
191,7,-1.000000000000000,-1,0,27,7
194,7,-1.000000000000000,-1,0,81,7
166,8,-1.000000000000000,-1,0,31,7
194,9,-1.000000000000000,-1,0,114,7
163,10,-1.000000000000000,-1,0,132,7
167,11,-1.000000000000000,-1,0,66,7
169,13,-1.000000000000000,-1,0,37,7
173,13,-1.000000000000000,-1,0,42,7
164,15,-1.000000000000000,-1,0,94,7
172,15,-1.000000000000000,-1,0,33,7
176,16,-1.000000000000000,-1,0,37,7
186,17,-1.000000000000000,-1,0,116,7
169,18,-1.000000000000000,-1,0,169,7
166,19,-1.000000000000000,-1,0,47,7
178,19,-1.000000000000000,-1,0,70,7
193,19,-1.000000000000000,-1,0,35,7
181,20,-1.000000000000000,-1,0,184,7
184,21,-1.000000000000000,-1,0,35,7
194,21,-1.000000000000000,-1,0,45,7
178,22,-1.000000000000000,-1,0,32,7
168,25,-1.000000000000000,-1,0,95,7
171,25,-1.000000000000000,-1,0,74,7
182,26,-1.000000000000000,-1,0,101,7
189,26,-1.000000000000000,-1,0,77,7
191,26,-1.000000000000000,-1,0,103,7
184,27,-1.000000000000000,-1,0,33,7
189,29,-1.000000000000000,-1,0,43,7
193,29,-1.000000000000000,-1,0,119,7
166,30,-1.000000000000000,-1,0,77,7
181,32,-1.000000000000000,-1,0,64,7
188,32,-1.000000000000000,-1,0,174,7
222,3,-1.000000000000000,-1,0,22,7
209,4,-1.000000000000000,-1,0,66,7
211,4,-1.000000000000000,-1,0,56,7
217,4,-1.000000000000000,-1,0,68,7
206,5,-1.000000000000000,-1,0,64,7
212,6,-1.000000000000000,-1,0,86,7
222,6,-1.000000000000000,-1,0,44,7
195,7,-1.000000000000000,-1,0,67,7
203,7,-1.000000000000000,-1,0,144,7
215,7,-1.000000000000000,-1,0,67,7
220,7,-1.000000000000000,-1,0,66,7
