x,y,angle,class_id, octave,response,size
23,6,-1.000000000000000,-1,0,20,7
26,7,-1.000000000000000,-1,0,34,7
22,11,-1.000000000000000,-1,0,27,7
22,13,-1.000000000000000,-1,0,50,7
26,13,-1.000000000000000,-1,0,29,7
20,14,-1.000000000000000,-1,0,31,7
31,16,-1.000000000000000,-1,0,20,7
31,25,-1.000000000000000,-1,0,21,7
29,28,-1.000000000000000,-1,0,21,7
37,28,-1.000000000000000,-1,0,27,7
68,6,-1.000000000000000,-1,0,20,7
61,11,-1.000000000000000,-1,0,20,7
61,16,-1.000000000000000,-1,0,32,7
68,17,-1.000000000000000,-1,0,21,7
64,23,-1.000000000000000,-1,0,31,7
59,24,-1.000000000000000,-1,0,24,7
96,18,-1.000000000000000,-1,0,25,7
126,22,-1.000000000000000,-1,0,55,7
166,3,-1.000000000000000,-1,0,30,7
158,9,-1.000000000000000,-1,0,103,7
157,12,-1.000000000000000,-1,0,68,7
167,14,-1.000000000000000,-1,0,88,7
167,18,-1.000000000000000,-1,0,23,7
153,28,-1.000000000000000,-1,0,67,7
164,29,-1.000000000000000,-1,0,51,7
168,31,-1.000000000000000,-1,0,65,7
21,37,-1.000000000000000,-1,0,9,7
33,40,-1.000000000000000,-1,0,8,7
10,42,-1.000000000000000,-1,0,8,7
30,43,-1.000000000000000,-1,0,9,7
27,44,-1.000000000000000,-1,0,10,7
18,45,-1.000000000000000,-1,0,9,7
8,47,-1.000000000000000,-1,0,9,7
22,47,-1.000000000000000,-1,0,9,7
28,48,-1.000000000000000,-1,0,7,7
30,48,-1.000000000000000,-1,0,13,7
4,49,-1.000000000000000,-1,0,9,7
25,49,-1.000000000000000,-1,0,7,7
15,51,-1.000000000000000,-1,0,12,7
23,51,-1.000000000000000,-1,0,11,7
7,52,-1.000000000000000,-1,0,9,7
21,52,-1.000000000000000,-1,0,10,7
33,52,-1.000000000000000,-1,0,9,7
36,52,-1.000000000000000,-1,0,14,7
3,53,-1.000000000000000,-1,0,10,7
29,53,-1.000000000000000,-1,0,11,7
34,54,-1.000000000000000,-1,0,10,7
17,55,-1.000000000000000,-1,0,12,7
27,55,-1.000000000000000,-1,0,9,7
23,56,-1.000000000000000,-1,0,12,7
9,57,-1.000000000000000,-1,0,8,7
